type,title,country,date_added,release_year,rating,duration,listed_in,duration_minutes,rating_encoded,genres,Cluster
Movie,The Invitation,United States,"July 8, 2016",2015,TV-MA,100 min,"Horror Movies, Independent Movies, Thrillers",100,11,"['Horror Movies', 'Independent Movies', 'Thrillers']",4
TV Show,The Irish Mob,,"December 1, 2016",2008,TV-MA,1 Season,"Crime TV Shows, Docuseries",60,11,"['Crime TV Shows', 'Docuseries']",1
Movie,The Iron Lady,"United Kingdom, France","July 7, 2019",2011,PG-13,105 min,"Dramas, International Movies",105,7,"['Dramas', 'International Movies']",4
Movie,The Jack King Affair,France,"January 2, 2018",2015,TV-14,52 min,"Documentaries, International Movies",52,9,"['Documentaries', 'International Movies']",3
TV Show,The Jaime Maussan Show,United States,"December 1, 2017",2010,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",60,12,"['Docuseries', 'International TV Shows', 'Spanish-Language TV Shows']",1
Movie,The Jane Austen Book Club,United States,"March 8, 2019",2007,PG-13,106 min,"Comedies, Dramas, Romantic Movies",106,7,"['Comedies', 'Dramas', 'Romantic Movies']",4
TV Show,The Jungle Book,"India, Germany, France","May 11, 2019",2010,TV-Y7,1 Season,Kids' TV,60,14,"[""Kids' TV""]",1
Movie,The Jungle School,Indonesia,"October 30, 2018",2013,TV-PG,90 min,"Dramas, International Movies",90,12,"['Dramas', 'International Movies']",4
Movie,The Keeping Hours,United States,"September 1, 2018",2017,PG-13,95 min,"Dramas, Thrillers",95,7,"['Dramas', 'Thrillers']",4
TV Show,The Kindness Diaries,,"May 1, 2019",2019,TV-PG,1 Season,Reality TV,60,12,['Reality TV'],1
Movie,The King's Speech,"United Kingdom, United States, Australia","June 2, 2018",2010,R,118 min,"Dramas, International Movies",118,8,"['Dramas', 'International Movies']",4
TV Show,The L Word,"Canada, United States"," March 20, 2018",2009,TV-MA,6 Seasons,"Romantic TV Shows, TV Dramas",360,11,"['Romantic TV Shows', 'TV Dramas']",1
TV Show,The Lady in Dignity,South Korea,"January 30, 2018",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",60,11,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']",2
Movie,The Lake House,United States,"September 1, 2019",2006,PG,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",98,6,"['Dramas', 'Romantic Movies', 'Sci-Fi & Fantasy']",4
Movie,The Lamb,United States,"June 4, 2018",2017,PG,86 min,"Children & Family Movies, Faith & Spirituality",86,6,"['Children & Family Movies', 'Faith & Spirituality']",4
Movie,The Land of the Enlightened,"Belgium, Ireland, Netherlands, Germany, Afghanistan","January 1, 2017",2016,TV-MA,84 min,"Documentaries, International Movies",84,11,"['Documentaries', 'International Movies']",3
Movie,The Last Days of Chez Nous,Australia,"November 1, 2016",1992,R,93 min,"Classic Movies, Dramas",93,8,"['Classic Movies', 'Dramas']",4
Movie,The Last Exorcism,"France, United States","September 1, 2019",2010,PG-13,88 min,"Horror Movies, Independent Movies, Thrillers",88,7,"['Horror Movies', 'Independent Movies', 'Thrillers']",4
Movie,The Last Face,United States,"January 13, 2020",2016,R,131 min,Dramas,131,8,['Dramas'],4
Movie,The Last Hangover,Brazil,"December 21, 2018",2018,TV-MA,44 min,"Comedies, International Movies",44,11,"['Comedies', 'International Movies']",4
Movie,The Last Man on the Moon,United Kingdom,"May 26, 2016",2014,TV-PG,96 min,Documentaries,96,12,['Documentaries'],3
Movie,The Last Resort,United States,"April 21, 2019",2018,TV-14,70 min,Documentaries,70,9,['Documentaries'],3
Movie,The Last Whistle,United States,"October 26, 2019",2019,PG,88 min,"Dramas, Sports Movies",88,6,"['Dramas', 'Sports Movies']",4
Movie,The Legend of 420,United States,"December 1, 2017",2017,TV-MA,87 min,Documentaries,87,11,['Documentaries'],3
Movie,The Legend of Michael Mishra,India,"April 1, 2019",2016,TV-14,118 min,"Comedies, Dramas, International Movies",118,9,"['Comedies', 'Dramas', 'International Movies']",4
TV Show,The Liar,,"October 21, 2017",2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,9,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,The Little Hours,"Canada, United States","December 23, 2018",2017,R,89 min,"Comedies, Independent Movies",89,8,"['Comedies', 'Independent Movies']",4
Movie,The Little Mermaid,United States,"December 1, 2018",2018,PG,85 min,"Children & Family Movies, Dramas",85,6,"['Children & Family Movies', 'Dramas']",4
Movie,The Little Prince,"France, Canada, Italy, United States, China","November 6, 2020",2015,PG,107 min,Children & Family Movies,107,6,['Children & Family Movies'],4
Movie,The Lives of Others,Germany,"March 15, 2019",2006,R,138 min,"Dramas, International Movies, Thrillers",138,8,"['Dramas', 'International Movies', 'Thrillers']",4
TV Show,The Lizzie Borden Chronicles,United States,"February 1, 2016",2015,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers",60,9,"['Crime TV Shows', 'TV Dramas', 'TV Thrillers']",1
Movie,The Lobster,"Ireland, United Kingdom, Greece, France, Netherlands","December 2, 2018",2015,R,119 min,"Comedies, International Movies, Romantic Movies",119,8,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,The Lodgers,Ireland,"August 23, 2018",2017,R,93 min,"Horror Movies, International Movies",93,8,"['Horror Movies', 'International Movies']",4
Movie,The Long Goodbye: The Kara Tippetts Story,United States,"June 23, 2019",2019,TV-PG,87 min,"Documentaries, Faith & Spirituality",87,12,"['Documentaries', 'Faith & Spirituality']",3
Movie,The Longest Yard,United States,"November 20, 2019",1974,R,121 min,"Classic Movies, Comedies, Sports Movies",121,8,"['Classic Movies', 'Comedies', 'Sports Movies']",4
Movie,The Longshots,United States,"January 30, 2019",2008,PG,95 min,"Comedies, Dramas, Sports Movies",95,6,"['Comedies', 'Dramas', 'Sports Movies']",4
Movie,The Look of Silence,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands","February 26, 2016",2014,PG-13,103 min,"Documentaries, International Movies",103,7,"['Documentaries', 'International Movies']",3
Movie,The Lord of the Rings: The Return of the King,"New Zealand, United States","January 1, 2020",2003,PG-13,201 min,"Action & Adventure, Sci-Fi & Fantasy",201,7,"['Action & Adventure', 'Sci-Fi & Fantasy']",4
Movie,The Lord of the Rings: The Two Towers,"New Zealand, United States","January 1, 2020",2002,PG-13,179 min,"Action & Adventure, Sci-Fi & Fantasy",179,7,"['Action & Adventure', 'Sci-Fi & Fantasy']",4
Movie,The Love Guru,"United Kingdom, Germany, United States","November 20, 2019",2008,PG-13,87 min,"Comedies, Sports Movies",87,7,"['Comedies', 'Sports Movies']",4
Movie,The Lovers and the Despot,United Kingdom,"February 23, 2017",2016,TV-14,98 min,"Documentaries, International Movies",98,9,"['Documentaries', 'International Movies']",3
Movie,The lynx,Poland,"October 1, 2019",1982,TV-14,82 min,"Dramas, International Movies",82,9,"['Dramas', 'International Movies']",4
Movie,The Mad Monk,Hong Kong,"August 16, 2018",1993,TV-14,85 min,"Comedies, International Movies, Sci-Fi & Fantasy",85,9,"['Comedies', 'International Movies', 'Sci-Fi & Fantasy']",4
Movie,The Magic Pill,"United States, Australia, South Africa, United Kingdom","April 24, 2018",2017,TV-PG,90 min,Documentaries,90,12,['Documentaries'],3
TV Show,The Making of Frozen Planet,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2012,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",60,12,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",1
Movie,The Man Who Would Be Polka King,United States,"January 12, 2018",2009,TV-14,68 min,"Documentaries, Music & Musicals",68,9,"['Documentaries', 'Music & Musicals']",3
Movie,The Mask of Zorro,"United States, Germany, Mexico","January 1, 2020",1998,PG-13,138 min,"Action & Adventure, Romantic Movies",138,7,"['Action & Adventure', 'Romantic Movies']",4
Movie,The Matrix,United States,"November 1, 2019",1999,R,136 min,"Action & Adventure, Sci-Fi & Fantasy",136,8,"['Action & Adventure', 'Sci-Fi & Fantasy']",4
Movie,The Matrix Reloaded,United States,"November 1, 2019",2003,R,138 min,"Action & Adventure, Sci-Fi & Fantasy",138,8,"['Action & Adventure', 'Sci-Fi & Fantasy']",4
Movie,The Matrix Revolutions,United States,"November 1, 2019",2003,R,129 min,"Action & Adventure, Sci-Fi & Fantasy",129,8,"['Action & Adventure', 'Sci-Fi & Fantasy']",4
Movie,The Mayo Clinic,United States,"April 19, 2019",2018,TV-14,116 min,Documentaries,116,9,['Documentaries'],3
Movie,The Mayor,South Korea,"September 30, 2017",2017,TV-MA,130 min,"Dramas, International Movies",130,11,"['Dramas', 'International Movies']",4
Movie,"The Memphis Belle: A Story of a
Flying Fortress",United States,"March 31, 2017",1944,TV-PG,40 min,"Classic Movies, Documentaries",40,12,"['Classic Movies', 'Documentaries']",3
Movie,The Men Who Stare at Goats,"United States, United Kingdom","June 4, 2019",2009,R,94 min,Comedies,94,8,['Comedies'],4
TV Show,The Messengers,United States,"April 17, 2016",2015,TV-14,1 Season,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",60,9,"['TV Dramas', 'TV Mysteries', 'TV Sci-Fi & Fantasy']",1
TV Show,The Mind of a Chef,United States," November 1, 2017",2016,TV-PG,5 Seasons,Docuseries,300,12,['Docuseries'],1
TV Show,The Minimighty Kids,France," April 15, 2018",2012,TV-G,2 Seasons,"Kids' TV, TV Comedies",120,10,"[""Kids' TV"", 'TV Comedies']",1
TV Show,The Ministry of Time,Spain," January 28, 2018",2017,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",180,11,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Action & Adventure']",1
Movie,The Model,Denmark,"December 6, 2016",2016,TV-MA,104 min,"Dramas, Independent Movies, International Movies",104,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,The Monster,"United States, Canada","January 9, 2019",2016,R,91 min,"Horror Movies, Independent Movies",91,8,"['Horror Movies', 'Independent Movies']",4
Movie,The Monster of Mangatiti,New Zealand,"December 15, 2015",2015,TV-MA,70 min,Dramas,70,11,['Dramas'],4
TV Show,The Mortified Guide,United States,"February 14, 2018",2018,TV-MA,1 Season,Docuseries,60,11,['Docuseries'],1
TV Show,The Most Beautiful Hands of Delhi,Sweden,"July 20, 2017",2017,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",60,11,"['International TV Shows', 'TV Comedies', 'TV Dramas']",1
Movie,The Muppets,United States,"September 1, 2020",2011,PG,104 min,"Children & Family Movies, Comedies",104,6,"['Children & Family Movies', 'Comedies']",4
TV Show,The Murder Detectives,United Kingdom,"March 31, 2017",2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",60,11,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",1
Movie,The Music of Silence,Italy,"July 1, 2018",2017,TV-PG,115 min,"Dramas, International Movies, Music & Musicals",115,12,"['Dramas', 'International Movies', 'Music & Musicals']",4
Movie,The Naked Gun 2 1/2: The Smell of Fear,,"January 1, 2020",1991,PG-13,85 min,Comedies,85,7,['Comedies'],4
Movie,The Naked Gun: From the Files of Police Squad!,United States,"January 1, 2021",1988,PG-13,85 min,"Comedies, Cult Movies",85,7,"['Comedies', 'Cult Movies']",4
Movie,The Natural,United States,"January 1, 2020",1984,PG,138 min,"Classic Movies, Dramas, Sports Movies",138,6,"['Classic Movies', 'Dramas', 'Sports Movies']",4
Movie,The Negro Soldier,United States,"March 31, 2017",1944,TV-14,40 min,"Classic Movies, Documentaries",40,9,"['Classic Movies', 'Documentaries']",3
TV Show,The Netflix Afterparty,United States,"January 2, 2021",2021,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",60,11,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",1
Movie,The New Romantic,Canada,"April 15, 2019",2018,TV-MA,82 min,"Comedies, Independent Movies, Romantic Movies",82,11,"['Comedies', 'Independent Movies', 'Romantic Movies']",4
TV Show,The Nineties,United States,"September 30, 2018",2017,TV-14,1 Season,Docuseries,60,9,['Docuseries'],1
Movie,The NSU-Complex,Germany,"December 28, 2016",2016,TV-14,90 min,"Documentaries, International Movies",90,9,"['Documentaries', 'International Movies']",3
Movie,The Nutcracker and the Four Realms,United States,"May 28, 2019",2018,PG,99 min,Children & Family Movies,99,6,['Children & Family Movies'],4
TV Show,The Office (U.S.),United States," January 1, 2016",2012,TV-14,9 Seasons,TV Comedies,540,9,['TV Comedies'],1
Movie,The One I Love,United States,"May 30, 2019",2014,R,91 min,"Comedies, Dramas, Independent Movies",91,8,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,The Only Mother To You All,Philippines,"February 27, 2019",2008,TV-PG,106 min,"Comedies, International Movies",106,12,"['Comedies', 'International Movies']",4
Movie,The Other Guys,United States,"February 1, 2020",2010,PG-13,108 min,"Action & Adventure, Comedies",108,7,"['Action & Adventure', 'Comedies']",4
Movie,The Parole Officer,United Kingdom,"August 1, 2018",2001,R,94 min,"Action & Adventure, Comedies",94,8,"['Action & Adventure', 'Comedies']",4
Movie,The Pass,United Kingdom,"January 1, 2019",2016,NR,87 min,"Dramas, Independent Movies, LGBTQ Movies",87,5,"['Dramas', 'Independent Movies', 'LGBTQ Movies']",4
Movie,The Peacemaker,United States,"January 1, 2020",1997,R,124 min,Action & Adventure,124,8,['Action & Adventure'],4
Movie,The Pelican Brief,United States,"November 1, 2019",1993,PG-13,141 min,"Dramas, Thrillers",141,7,"['Dramas', 'Thrillers']",4
Movie,The Perfect Day,,"September 1, 2018",2018,TV-14,93 min,"Documentaries, International Movies, Sports Movies",93,9,"['Documentaries', 'International Movies', 'Sports Movies']",3
Movie,The Perks of Being a Wallflower,United States,"April 1, 2020",2012,PG-13,103 min,"Comedies, Dramas",103,7,"['Comedies', 'Dramas']",4
Movie,The Phantom of the Opera,"United Kingdom, United States","June 1, 2019",2004,PG-13,141 min,"Dramas, Music & Musicals, Romantic Movies",141,7,"['Dramas', 'Music & Musicals', 'Romantic Movies']",4
Movie,The Physician,Germany,"July 15, 2015",2013,R,155 min,"Action & Adventure, Dramas, International Movies",155,8,"['Action & Adventure', 'Dramas', 'International Movies']",4
Movie,The Pink Panther,"United States, Czech Republic","July 1, 2019",2006,PG,93 min,"Children & Family Movies, Comedies",93,6,"['Children & Family Movies', 'Comedies']",4
Movie,The Pirate Fairy,United States,"June 15, 2014",2014,G,78 min,Children & Family Movies,78,3,['Children & Family Movies'],4
Movie,The Pirates of Somalia,"Somalia, Kenya, Sudan, South Africa, United States","March 1, 2018",2017,R,118 min,Dramas,118,8,['Dramas'],4
Movie,The Pirates! Band of Misfits,"United Kingdom, United States","October 1, 2020",2012,PG,88 min,"Children & Family Movies, Comedies",88,6,"['Children & Family Movies', 'Comedies']",4
Movie,The Place Beyond the Pines,United States,"May 16, 2017",2012,R,140 min,"Dramas, Independent Movies",140,8,"['Dramas', 'Independent Movies']",4
Movie,The Plan,India,"March 1, 2018",2015,TV-MA,124 min,"Dramas, International Movies, Thrillers",124,11,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,The Player,Egypt,"June 20, 2019",2012,TV-MA,110 min,"Comedies, International Movies",110,11,"['Comedies', 'International Movies']",4
Movie,The Polar Express,United States,"January 1, 2021",2004,G,100 min,Children & Family Movies,100,3,['Children & Family Movies'],4
Movie,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,"Canada, United States","August 24, 2018",2017,TV-14,96 min,Documentaries,96,9,['Documentaries'],3
Movie,The President's Barber,South Korea,"October 1, 2017",2004,TV-MA,116 min,"Comedies, Dramas, International Movies",116,11,"['Comedies', 'Dramas', 'International Movies']",4
Movie,The Prince,"United States, United Kingdom","February 22, 2019",2014,R,91 min,Action & Adventure,91,8,['Action & Adventure'],4
Movie,The Prince & Me,"United States, Czech Republic","October 1, 2020",2004,PG,111 min,"Comedies, Romantic Movies",111,6,"['Comedies', 'Romantic Movies']",4
Movie,The Princess and the Frog,United States,"July 16, 2019",2009,G,98 min,Children & Family Movies,98,3,['Children & Family Movies'],4
Movie,The Prison,South Korea,"November 18, 2017",2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",125,11,"['Action & Adventure', 'Dramas', 'International Movies']",4
Movie,The Pursuit,United States,"August 7, 2019",2019,TV-14,76 min,Documentaries,76,9,['Documentaries'],3
Movie,The Pursuit of Happyness,United States,"October 1, 2019",2006,PG-13,117 min,Dramas,117,7,['Dramas'],4
Movie,The Push,United States,"June 7, 2019",2018,TV-MA,90 min,"Documentaries, Sports Movies",90,11,"['Documentaries', 'Sports Movies']",3
TV Show,The Pyramid Code,Canada,"February 8, 2016",2009,TV-PG,1 Season,"Docuseries, Science & Nature TV",60,12,"['Docuseries', 'Science & Nature TV']",1
Movie,The Rainbow Troops,Indonesia,"October 21, 2018",2008,TV-PG,119 min,"Children & Family Movies, Dramas, International Movies",119,12,"['Children & Family Movies', 'Dramas', 'International Movies']",4
Movie,The Rainmaker,"United States, Germany","November 20, 2019",1997,PG-13,136 min,"Dramas, Thrillers",136,7,"['Dramas', 'Thrillers']",4
TV Show,The Rap Game,United States,"September 15, 2019",2016,TV-14,1 Season,Reality TV,60,9,['Reality TV'],1
Movie,The Rat Race,India,"January 1, 2017",2010,TV-PG,52 min,"Documentaries, International Movies",52,12,"['Documentaries', 'International Movies']",3
TV Show,The Real Football Factories,United Kingdom,"December 29, 2017",2006,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",60,11,"['British TV Shows', 'Docuseries', 'International TV Shows']",1
Movie,The Real Miyagi,"United States, Canada, Japan, Panama","June 16, 2017",2015,TV-PG,81 min,"Documentaries, Sports Movies",81,12,"['Documentaries', 'Sports Movies']",3
Movie,The Rebound,United States,"February 28, 2019",2016,TV-MA,77 min,"Documentaries, Sports Movies",77,11,"['Documentaries', 'Sports Movies']",3
Movie,The Redeemed and the Dominant: Fittest on Earth,United States,"July 1, 2018",2017,TV-14,120 min,"Documentaries, Sports Movies",120,9,"['Documentaries', 'Sports Movies']",3
Movie,The Rehearsal,New Zealand,"January 1, 2018",2016,TV-MA,102 min,"Dramas, Independent Movies, International Movies",102,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,The Republic of Imbaba,,"June 6, 2019",2015,TV-14,90 min,"Dramas, International Movies",90,9,"['Dramas', 'International Movies']",4
TV Show,The Returned,France,"February 17, 2019",2015,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",60,11,"['International TV Shows', 'TV Dramas', 'TV Horror']",1
Movie,The Rezort,"United Kingdom, Spain, Belgium","January 16, 2017",2016,TV-MA,90 min,"Horror Movies, International Movies",90,11,"['Horror Movies', 'International Movies']",4
Movie,The Rift: The Dark Side of the Moon,"Serbia, South Korea, Slovenia","February 26, 2018",2016,TV-MA,92 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",92,11,"['Horror Movies', 'Independent Movies', 'Sci-Fi & Fantasy']",4
Movie,The Right One,Egypt,"June 13, 2019",2011,TV-14,93 min,"Dramas, International Movies, Romantic Movies",93,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
Movie,The Ring,United States,"January 1, 2020",2002,PG-13,116 min,"Horror Movies, Thrillers",116,7,"['Horror Movies', 'Thrillers']",4
Movie,The Riot Club,United Kingdom,"March 16, 2017",2014,R,107 min,"Dramas, International Movies",107,8,"['Dramas', 'International Movies']",4
Movie,The River Thief,United States,"January 14, 2017",2016,NR,87 min,"Dramas, Independent Movies",87,5,"['Dramas', 'Independent Movies']",4
Movie,The River Wild,United States,"September 1, 2018",1994,PG-13,111 min,Action & Adventure,111,7,['Action & Adventure'],4
TV Show,The Road to Calvary,Russia,"September 1, 2018",2017,TV-14,1 Season,"International TV Shows, TV Dramas",60,9,"['International TV Shows', 'TV Dramas']",1
Movie,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,United Kingdom,"March 22, 2019",2016,TV-MA,101 min,"Documentaries, International Movies, Music & Musicals",101,11,"['Documentaries', 'International Movies', 'Music & Musicals']",3
Movie,The Roommate,United States,"April 1, 2020",2011,PG-13,91 min,Thrillers,91,7,['Thrillers'],4
Movie,The Rover,"Australia, United States","July 19, 2018",2014,R,103 min,"International Movies, Thrillers",103,8,"['International Movies', 'Thrillers']",4
Movie,THE RUM DIARY,"United States, United Kingdom","December 6, 2019",2011,R,120 min,"Comedies, Dramas",120,8,"['Comedies', 'Dramas']",4
Movie,The Runner,United States,"September 8, 2017",2015,R,90 min,"Dramas, Independent Movies",90,8,"['Dramas', 'Independent Movies']",4
Movie,The Salvation,"Denmark, United Kingdom, South Africa, Sweden, Belgium","March 2, 2017",2014,R,92 min,"Dramas, Independent Movies, International Movies",92,8,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,The Sapphires,Australia,"April 26, 2019",2012,PG-13,99 min,"Comedies, Dramas, Independent Movies",99,7,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,The Score,"Germany, Canada, United States","November 28, 2019",2001,R,124 min,"Dramas, Thrillers",124,8,"['Dramas', 'Thrillers']",4
Movie,The Sea of Trees,United States,"November 8, 2018",2015,PG-13,111 min,Dramas,111,7,['Dramas'],4
Movie,The Search for Life in Space,United States,"April 1, 2018",2016,TV-G,32 min,Documentaries,32,10,['Documentaries'],3
Movie,The Secret Life of Pets 2,"United States, France, Japan","December 27, 2019",2019,PG,86 min,"Children & Family Movies, Comedies",86,6,"['Children & Family Movies', 'Comedies']",4
Movie,The Seven Five,United States,"April 14, 2017",2014,R,104 min,Documentaries,104,8,['Documentaries'],3
TV Show,The Seventies,United States,"September 30, 2018",2015,TV-PG,1 Season,Docuseries,60,12,['Docuseries'],1
Movie,The Shaukeens,India,"March 1, 2018",2014,TV-MA,123 min,"Comedies, International Movies, Music & Musicals",123,11,"['Comedies', 'International Movies', 'Music & Musicals']",4
Movie,The Show,United States,"June 1, 2020",2017,TV-MA,105 min,Dramas,105,11,['Dramas'],4
Movie,The Sign of Venus,Italy,"November 13, 2020",1955,TV-14,97 min,"Classic Movies, Comedies, Independent Movies",97,9,"['Classic Movies', 'Comedies', 'Independent Movies']",4
Movie,The Signal,United States,"July 13, 2018",2014,PG-13,97 min,"Sci-Fi & Fantasy, Thrillers",97,7,"['Sci-Fi & Fantasy', 'Thrillers']",4
Movie,The Similars,Mexico,"January 15, 2017",2015,NR,90 min,"Horror Movies, Independent Movies, International Movies",90,5,"['Horror Movies', 'Independent Movies', 'International Movies']",4
Movie,The Sinking Of Van Der Wijck,Indonesia,"September 28, 2018",2013,TV-14,163 min,"Dramas, International Movies, Romantic Movies",163,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
TV Show,The Sniffer,Ukraine," June 1, 2018",2017,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",180,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,The Social Network,United States,"April 1, 2020",2010,PG-13,121 min,Dramas,121,7,['Dramas'],4
Movie,The Space Between Us,United States,"June 1, 2019",2016,PG-13,120 min,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy",120,7,"['Action & Adventure', 'Romantic Movies', 'Sci-Fi & Fantasy']",4
Movie,The Spectacular Now,United States,"July 15, 2018",2013,R,95 min,"Dramas, Independent Movies, Romantic Movies",95,8,"['Dramas', 'Independent Movies', 'Romantic Movies']",4
Movie,The spiral,Poland,"October 1, 2019",1978,TV-MA,84 min,"Dramas, Independent Movies, International Movies",84,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,The Spy Next Door,United States,"November 1, 2020",2010,PG,94 min,"Action & Adventure, Children & Family Movies, Comedies",94,6,"['Action & Adventure', 'Children & Family Movies', 'Comedies']",4
Movie,The Spy Who Fell to Earth,United Kingdom,"April 5, 2019",2019,TV-MA,94 min,"Documentaries, International Movies",94,11,"['Documentaries', 'International Movies']",3
Movie,The Stanford Prison Experiment,United States,"June 17, 2017",2015,R,122 min,"Dramas, Independent Movies, Thrillers",122,8,"['Dramas', 'Independent Movies', 'Thrillers']",4
TV Show,The Story of God with Morgan Freeman,United States," February 1, 2019",2017,TV-14,2 Seasons,Docuseries,120,9,['Docuseries'],1
TV Show,The Story of Us with Morgan Freeman,United States,"February 1, 2019",2017,TV-14,1 Season,Docuseries,60,9,['Docuseries'],1
Movie,The Student,United States,"March 15, 2019",2017,TV-14,90 min,Thrillers,90,9,['Thrillers'],4
Movie,The Sunshine Makers,United Kingdom,"March 9, 2017",2015,TV-MA,91 min,"Documentaries, International Movies",91,11,"['Documentaries', 'International Movies']",3
Movie,The Super,United States,"February 16, 2019",2017,R,89 min,Horror Movies,89,8,['Horror Movies'],4
TV Show,The Super Mario Bros. Super Show!,"United States, Canada","May 22, 2016",1989,TV-Y7,1 Season,Kids' TV,60,14,"[""Kids' TV""]",1
Movie,The Surrounding Game,United States,"August 30, 2018",2018,TV-14,98 min,Documentaries,98,9,['Documentaries'],3
Movie,The Taking of Pelham 123,"United States, United Kingdom","September 1, 2019",2009,R,106 min,Action & Adventure,106,8,['Action & Adventure'],4
Movie,The Talented Mr. Ripley,United States,"January 1, 2020",1999,R,139 min,"Dramas, Thrillers",139,8,"['Dramas', 'Thrillers']",4
Movie,The Texas Chainsaw Massacre,United States,"October 22, 2019",1974,R,83 min,"Cult Movies, Horror Movies, Independent Movies",83,8,"['Cult Movies', 'Horror Movies', 'Independent Movies']",4
Movie,The Thief and the Imbecile,Egypt,"June 6, 2019",2013,TV-14,96 min,"Dramas, International Movies",96,9,"['Dramas', 'International Movies']",4
Movie,The Tiger Hunter,United States,"April 9, 2018",2016,TV-14,94 min,"Comedies, Dramas, Independent Movies",94,9,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,The Tigers of Scotland,United Kingdom,"November 1, 2018",2017,TV-G,58 min,Documentaries,58,10,['Documentaries'],3
Movie,The Time Machine,"United States, United Arab Emirates","November 23, 2019",2002,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",96,7,"['Action & Adventure', 'Sci-Fi & Fantasy']",4
Movie,The Time Traveler's Wife,United States,"October 1, 2019",2009,PG-13,107 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",107,7,"['Dramas', 'Romantic Movies', 'Sci-Fi & Fantasy']",4
TV Show,The Traffickers,United States,"January 22, 2018",2016,TV-MA,1 Season,"Crime TV Shows, Docuseries",60,11,"['Crime TV Shows', 'Docuseries']",1
Movie,The Tribes of Palos Verdes,United States,"December 1, 2019",2017,R,104 min,"Dramas, Independent Movies, Sports Movies",104,8,"['Dramas', 'Independent Movies', 'Sports Movies']",4
Movie,The Trigger Effect,United States,"January 1, 2018",1996,R,94 min,Thrillers,94,8,['Thrillers'],4
Movie,The Trip to Spain,United Kingdom,"December 12, 2017",2016,TV-MA,108 min,Comedies,108,11,['Comedies'],4
Movie,The Trust,United States,"April 1, 2019",2015,R,91 min,Thrillers,91,8,['Thrillers'],4
Movie,The Truth About Alcohol,United Kingdom,"August 1, 2017",2016,TV-14,58 min,"Documentaries, International Movies",58,9,"['Documentaries', 'International Movies']",3
TV Show,The Tudors,"Ireland, Canada, United States, United Kingdom"," January 8, 2018",2010,TV-MA,4 Seasons,TV Dramas,240,11,['TV Dramas'],1
Movie,The Tuxedo,United States,"November 1, 2019",2002,PG-13,99 min,"Action & Adventure, Comedies",99,7,"['Action & Adventure', 'Comedies']",4
TV Show,The Twilight Zone (Original Series),United States,"July 1, 2017",1963,TV-14,4 Seasons,"Classic & Cult TV, TV Sci-Fi & Fantasy",240,9,"['Classic & Cult TV', 'TV Sci-Fi & Fantasy']",1
Movie,The Ugly Truth,United States,"April 25, 2019",2009,R,96 min,"Comedies, Romantic Movies",96,8,"['Comedies', 'Romantic Movies']",4
